Município;Setor;Porte;Empresas;Empregados;;Fonte dos dados: RAIS (2019)
Arroio Trinta;SERVIÇOS;Micro;6;8;;
Arroio Trinta;SERVIÇOS;Micro;2;6;;
Arroio Trinta;SERVIÇOS;Micro;7;15;;
Arroio Trinta;AGROPECUÁRIA;Pequena;2;43;;
Arroio Trinta;INDÚSTRIA;Pequena;3;109;;
Arroio Trinta;INDÚSTRIA;Pequena;1;20;;
Arroio Trinta;TRANSPORTE;Pequena;1;14;;
Arroio Trinta;SERVIÇOS;Pequena;2;48;;
Arvoredo;AGROPECUÁRIA;Grande;2;230;;
Arvoredo;SERVIÇOS;Grande;1;155;;
Arvoredo;AGROPECUÁRIA;Média;2;136;;
Arvoredo;SERVIÇOS;Média;1;114;;
Arvoredo;AGROPECUÁRIA;Micro;6;10;;
Arvoredo;INDÚSTRIA;Micro;6;27;;
Arvoredo;INDÚSTRIA;Micro;3;11;;
Arvoredo;COMÉRCIO;Micro;17;42;;
Arvoredo;TRANSPORTE;Micro;7;9;;
Arvoredo;SERVIÇOS;Micro;4;10;;
Arvoredo;SERVIÇOS;Micro;1;4;;
Arvoredo;SERVIÇOS;Micro;2;2;;
Arvoredo;SERVIÇOS;Micro;2;3;;
Arvoredo;SERVIÇOS;Micro;3;7;;
Arvoredo;SERVIÇOS;Micro;1;1;;
Arvoredo;SERVIÇOS;Micro;1;3;;
Arvoredo;INDÚSTRIA;Pequena;1;27;;
Arvoredo;COMÉRCIO;Pequena;1;14;;
Arvoredo;TRANSPORTE;Pequena;1;37;;
Ascurra;SERVIÇOS;Grande;1;267;;
Ascurra;COMÉRCIO;Média;1;81;;
Ascurra;AGROPECUÁRIA;Micro;8;18;;
Ascurra;INDÚSTRIA;Micro;86;367;;
Ascurra;INDÚSTRIA;Micro;6;35;;
Ascurra;INDÚSTRIA;Micro;10;31;;
Ascurra;COMÉRCIO;Micro;72;150;;
Ascurra;TRANSPORTE;Micro;9;15;;
Ascurra;SERVIÇOS;Micro;17;28;;
Ascurra;SERVIÇOS;Micro;4;17;;
Ascurra;SERVIÇOS;Micro;2;15;;
Ascurra;SERVIÇOS;Micro;1;9;;
Ascurra;SERVIÇOS;Micro;5;22;;
Ascurra;SERVIÇOS;Micro;6;5;;
Ascurra;SERVIÇOS;Micro;1;3;;
Ascurra;SERVIÇOS;Micro;2;6;;
Ascurra;SERVIÇOS;Micro;5;6;;
Ascurra;SERVIÇOS;Micro;10;24;;
Ascurra;INDÚSTRIA;Pequena;19;862;;
Ascurra;INDÚSTRIA;Pequena;1;22;;
Ascurra;COMÉRCIO;Pequena;9;176;;
Ascurra;TRANSPORTE;Pequena;2;51;;
Ascurra;SERVIÇOS;Pequena;1;28;;
Ascurra;SERVIÇOS;Pequena;1;17;;
Ascurra;SERVIÇOS;Pequena;2;65;;
Atalanta;SERVIÇOS;Grande;1;142;;
Atalanta;AGROPECUÁRIA;Micro;4;4;;
Atalanta;INDÚSTRIA;Micro;14;74;;
Atalanta;INDÚSTRIA;Micro;2;5;;
Atalanta;INDÚSTRIA;Micro;1;0;;
Atalanta;COMÉRCIO;Micro;33;71;;
Atalanta;TRANSPORTE;Micro;4;9;;
Atalanta;SERVIÇOS;Micro;1;2;;
Atalanta;SERVIÇOS;Micro;1;9;;
Atalanta;SERVIÇOS;Micro;4;4;;
Atalanta;SERVIÇOS;Micro;4;6;;
Atalanta;SERVIÇOS;Micro;1;4;;
Atalanta;SERVIÇOS;Micro;2;1;;
Atalanta;SERVIÇOS;Micro;1;0;;
Atalanta;SERVIÇOS;Micro;2;5;;
Atalanta;AGROPECUÁRIA;Pequena;1;19;;
Atalanta;INDÚSTRIA;Pequena;3;95;;
Atalanta;COMÉRCIO;Pequena;2;24;;
Atalanta;SERVIÇOS;Pequena;1;21;;
Aurora;SERVIÇOS;Grande;1;172;;
Aurora;INDÚSTRIA;Média;1;124;;
Aurora;TRANSPORTE;Média;2;157;;
Aurora;AGROPECUÁRIA;Micro;9;5;;
Aurora;INDÚSTRIA;Micro;1;9;;
Aurora;INDÚSTRIA;Micro;22;124;;
Aurora;INDÚSTRIA;Micro;1;0;;
Aurora;INDÚSTRIA;Micro;4;3;;
Aurora;COMÉRCIO;Micro;40;93;;
Aurora;TRANSPORTE;Micro;16;16;;
Aurora;SERVIÇOS;Micro;5;8;;
Aurora;SERVIÇOS;Micro;2;10;;
Aurora;SERVIÇOS;Micro;2;0;;
Aurora;SERVIÇOS;Micro;5;11;;
Aurora;SERVIÇOS;Micro;2;5;;
Aurora;SERVIÇOS;Micro;1;4;;
Aurora;SERVIÇOS;Micro;3;2;;
Aurora;SERVIÇOS;Micro;4;6;;
Aurora;INDÚSTRIA;Pequena;7;293;;
Aurora;COMÉRCIO;Pequena;6;93;;
Aurora;TRANSPORTE;Pequena;7;86;;
Aurora;SERVIÇOS;Pequena;1;20;;
Balneário Arroio do Silva;SERVIÇOS;Grande;1;444;;
Balneário Arroio do Silva;SERVIÇOS;Média;1;74;;
Balneário Arroio do Silva;AGROPECUÁRIA;Micro;3;8;;
Balneário Arroio do Silva;INDÚSTRIA;Micro;1;2;;
Balneário Arroio do Silva;INDÚSTRIA;Micro;19;58;;
Balneário Arroio do Silva;INDÚSTRIA;Micro;2;19;;
Balneário Arroio do Silva;INDÚSTRIA;Micro;15;33;;
Balneário Arroio do Silva;COMÉRCIO;Micro;83;153;;
Balneário Arroio do Silva;TRANSPORTE;Micro;6;6;;
Balneário Arroio do Silva;SERVIÇOS;Micro;23;40;;
Balneário Arroio do Silva;SERVIÇOS;Micro;1;5;;
Balneário Arroio do Silva;SERVIÇOS;Micro;2;2;;
Balneário Arroio do Silva;SERVIÇOS;Micro;3;10;;
Balneário Arroio do Silva;SERVIÇOS;Micro;9;14;;
Balneário Arroio do Silva;SERVIÇOS;Micro;1;9;;
Balneário Arroio do Silva;SERVIÇOS;Micro;4;8;;
Balneário Arroio do Silva;SERVIÇOS;Micro;4;7;;
Balneário Arroio do Silva;SERVIÇOS;Micro;3;4;;
Balneário Arroio do Silva;SERVIÇOS;Micro;8;23;;
Balneário Arroio do Silva;INDÚSTRIA;Pequena;2;99;;
Balneário Arroio do Silva;COMÉRCIO;Pequena;3;47;;
Balneário Arroio do Silva;SERVIÇOS;Pequena;1;19;;
Balneário Arroio do Silva;SERVIÇOS;Pequena;1;17;;
Balneário Barra do Sul;SERVIÇOS;Grande;1;356;;
Balneário Barra do Sul;AGROPECUÁRIA;Micro;3;3;;
Balneário Barra do Sul;INDÚSTRIA;Micro;2;7;;
Balneário Barra do Sul;INDÚSTRIA;Micro;18;66;;
Balneário Barra do Sul;INDÚSTRIA;Micro;2;3;;
Balneário Barra do Sul;INDÚSTRIA;Micro;19;35;;
Balneário Barra do Sul;COMÉRCIO;Micro;87;188;;
Balneário Barra do Sul;TRANSPORTE;Micro;11;38;;
Balneário Barra do Sul;SERVIÇOS;Micro;14;19;;
Balneário Barra do Sul;SERVIÇOS;Micro;1;1;;
Balneário Barra do Sul;SERVIÇOS;Micro;2;12;;
Balneário Barra do Sul;SERVIÇOS;Micro;8;16;;
Balneário Barra do Sul;SERVIÇOS;Micro;6;13;;
Balneário Barra do Sul;SERVIÇOS;Micro;1;4;;
Balneário Barra do Sul;SERVIÇOS;Micro;4;14;;
Balneário Barra do Sul;SERVIÇOS;Micro;5;6;;
Balneário Barra do Sul;SERVIÇOS;Micro;3;2;;
Balneário Barra do Sul;SERVIÇOS;Micro;7;14;;
Balneário Barra do Sul;AGROPECUÁRIA;Pequena;1;18;;
Balneário Barra do Sul;INDÚSTRIA;Pequena;1;82;;
Balneário Barra do Sul;INDÚSTRIA;Pequena;1;23;;
Balneário Barra do Sul;INDÚSTRIA;Pequena;1;28;;
Balneário Barra do Sul;COMÉRCIO;Pequena;9;141;;
Balneário Barra do Sul;TRANSPORTE;Pequena;2;25;;
Balneário Barra do Sul;SERVIÇOS;Pequena;1;10;;
Balneário Barra do Sul;SERVIÇOS;Pequena;1;29;;
Balneário Camboriú;INDÚSTRIA;Grande;1;680;;
Balneário Camboriú;COMÉRCIO;Grande;11;2311;;
Balneário Camboriú;TRANSPORTE;Grande;1;123;;
Balneário Camboriú;SERVIÇOS;Grande;1;176;;
Balneário Camboriú;SERVIÇOS;Grande;2;267;;
Balneário Camboriú;SERVIÇOS;Grande;3;492;;
Balneário Camboriú;SERVIÇOS;Grande;3;4661;;
Balneário Camboriú;SERVIÇOS;Grande;1;372;;
Balneário Camboriú;SERVIÇOS;Grande;3;1360;;
Balneário Camboriú;INDÚSTRIA;Média;2;472;;
Balneário Camboriú;INDÚSTRIA;Média;5;1003;;
Balneário Camboriú;COMÉRCIO;Média;13;1056;;
Balneário Camboriú;TRANSPORTE;Média;3;245;;
Balneário Camboriú;SERVIÇOS;Média;9;692;;
Balneário Camboriú;SERVIÇOS;Média;2;151;;
Balneário Camboriú;SERVIÇOS;Média;2;121;;
Balneário Camboriú;SERVIÇOS;Média;5;460;;
Balneário Camboriú;SERVIÇOS;Média;1;63;;
Balneário Camboriú;SERVIÇOS;Média;6;404;;
Balneário Camboriú;SERVIÇOS;Média;2;122;;
Balneário Camboriú;SERVIÇOS;Média;2;135;;
Balneário Camboriú;AGROPECUÁRIA;Micro;9;31;;
Balneário Camboriú;INDÚSTRIA;Micro;305;988;;
Balneário Camboriú;INDÚSTRIA;Micro;1;0;;
Balneário Camboriú;INDÚSTRIA;Micro;8;26;;
Balneário Camboriú;INDÚSTRIA;Micro;572;942;;
Balneário Camboriú;COMÉRCIO;Micro;2168;1757;;
Balneário Camboriú;TRANSPORTE;Micro;101;120;;
Balneário Camboriú;SERVIÇOS;Micro;667;179;;
Balneário Camboriú;SERVIÇOS;Micro;59;158;;
Balneário Camboriú;SERVIÇOS;Micro;48;96;;
Balneário Camboriú;SERVIÇOS;Micro;166;95;;
Balneário Camboriú;SERVIÇOS;Micro;289;275;;
Balneário Camboriú;SERVIÇOS;Micro;1432;386;;
Balneário Camboriú;SERVIÇOS;Micro;1;5;;
Balneário Camboriú;SERVIÇOS;Micro;80;135;;
Balneário Camboriú;SERVIÇOS;Micro;301;159;;
Balneário Camboriú;SERVIÇOS;Micro;59;121;;
Balneário Camboriú;SERVIÇOS;Micro;244;228;;
Balneário Camboriú;SERVIÇOS;Micro;1;1;;
Balneário Camboriú;AGROPECUÁRIA;Pequena;1;11;;
Balneário Camboriú;INDÚSTRIA;Pequena;12;389;;
Balneário Camboriú;INDÚSTRIA;Pequena;63;2152;;
Balneário Camboriú;COMÉRCIO;Pequena;286;4291;;
Balneário Camboriú;TRANSPORTE;Pequena;16;271;;
Balneário Camboriú;SERVIÇOS;Pequena;232;2290;;
Balneário Camboriú;SERVIÇOS;Pequena;16;313;;
Balneário Camboriú;SERVIÇOS;Pequena;14;286;;
Balneário Camboriú;SERVIÇOS;Pequena;3;42;;
Balneário Camboriú;SERVIÇOS;Pequena;33;601;;
Balneário Camboriú;SERVIÇOS;Pequena;81;1126;;
Balneário Camboriú;SERVIÇOS;Pequena;1;11;;
Balneário Camboriú;SERVIÇOS;Pequena;37;897;;
Balneário Camboriú;SERVIÇOS;Pequena;22;382;;
Balneário Camboriú;SERVIÇOS;Pequena;17;340;;
Balneário Camboriú;SERVIÇOS;Pequena;18;238;;
Balneário Gaivota;SERVIÇOS;Grande;1;453;;
Balneário Gaivota;AGROPECUÁRIA;Micro;7;13;;
Balneário Gaivota;INDÚSTRIA;Micro;1;4;;
Balneário Gaivota;INDÚSTRIA;Micro;26;118;;
Balneário Gaivota;INDÚSTRIA;Micro;2;19;;
Balneário Gaivota;INDÚSTRIA;Micro;30;71;;
Balneário Gaivota;COMÉRCIO;Micro;82;152;;
Balneário Gaivota;TRANSPORTE;Micro;10;18;;
Balneário Gaivota;SERVIÇOS;Micro;23;28;;
Balneário Gaivota;SERVIÇOS;Micro;4;9;;
Balneário Gaivota;SERVIÇOS;Micro;7;20;;
Balneário Gaivota;SERVIÇOS;Micro;3;6;;
Balneário Gaivota;SERVIÇOS;Micro;8;9;;
Balneário Gaivota;SERVIÇOS;Micro;1;7;;
Balneário Gaivota;SERVIÇOS;Micro;1;6;;
Balneário Gaivota;SERVIÇOS;Micro;3;3;;
Balneário Gaivota;SERVIÇOS;Micro;3;3;;
Balneário Gaivota;SERVIÇOS;Micro;4;9;;
Balneário Gaivota;AGROPECUÁRIA;Pequena;1;17;;
Balneário Gaivota;INDÚSTRIA;Pequena;3;99;;
Balneário Gaivota;INDÚSTRIA;Pequena;1;63;;
Balneário Gaivota;COMÉRCIO;Pequena;5;103;;
Balneário Gaivota;TRANSPORTE;Pequena;1;17;;
Balneário Gaivota;SERVIÇOS;Pequena;1;36;;
Balneário Piçarras;COMÉRCIO;Grande;1;306;;
Balneário Piçarras;SERVIÇOS;Grande;1;561;;
Balneário Piçarras;INDÚSTRIA;Média;1;144;;
Balneário Piçarras;INDÚSTRIA;Média;1;128;;
Balneário Piçarras;COMÉRCIO;Média;3;296;;
Balneário Piçarras;SERVIÇOS;Média;1;54;;
Balneário Piçarras;AGROPECUÁRIA;Micro;11;21;;
Balneário Piçarras;INDÚSTRIA;Micro;57;231;;
Balneário Piçarras;INDÚSTRIA;Micro;2;3;;
Balneário Piçarras;INDÚSTRIA;Micro;53;139;;
Balneário Piçarras;COMÉRCIO;Micro;222;370;;
Balneário Piçarras;TRANSPORTE;Micro;21;43;;
Balneário Piçarras;SERVIÇOS;Micro;58;91;;
Balneário Piçarras;SERVIÇOS;Micro;2;7;;
Balneário Piçarras;SERVIÇOS;Micro;3;13;;
Balneário Piçarras;SERVIÇOS;Micro;13;16;;
Balneário Piçarras;SERVIÇOS;Micro;30;56;;
Balneário Piçarras;SERVIÇOS;Micro;56;61;;
Balneário Piçarras;SERVIÇOS;Micro;2;11;;
Balneário Piçarras;SERVIÇOS;Micro;7;25;;
Balneário Piçarras;SERVIÇOS;Micro;23;35;;
Balneário Piçarras;SERVIÇOS;Micro;12;33;;
Balneário Piçarras;SERVIÇOS;Micro;17;23;;
Balneário Piçarras;AGROPECUÁRIA;Pequena;1;16;;
Balneário Piçarras;INDÚSTRIA;Pequena;6;345;;
Balneário Piçarras;INDÚSTRIA;Pequena;2;73;;
Balneário Piçarras;INDÚSTRIA;Pequena;1;21;;
Balneário Piçarras;COMÉRCIO;Pequena;28;556;;
Balneário Piçarras;TRANSPORTE;Pequena;3;36;;
Balneário Piçarras;SERVIÇOS;Pequena;12;227;;
Balneário Piçarras;SERVIÇOS;Pequena;2;75;;
Balneário Piçarras;SERVIÇOS;Pequena;2;26;;
Balneário Piçarras;SERVIÇOS;Pequena;2;39;;
Balneário Piçarras;SERVIÇOS;Pequena;1;10;;
Balneário Piçarras;SERVIÇOS;Pequena;1;26;;
Balneário Piçarras;SERVIÇOS;Pequena;4;96;;
Balneário Piçarras;SERVIÇOS;Pequena;2;47;;
Balneário Piçarras;SERVIÇOS;Pequena;2;23;;
Balneário Piçarras;SERVIÇOS;Pequena;3;22;;
Balneário Rincão;SERVIÇOS;Grande;1;302;;
Balneário Rincão;COMÉRCIO;Média;1;110;;
Balneário Rincão;AGROPECUÁRIA;Micro;2;7;;
Balneário Rincão;INDÚSTRIA;Micro;1;5;;
Balneário Rincão;INDÚSTRIA;Micro;12;61;;
Balneário Rincão;INDÚSTRIA;Micro;20;117;;
Balneário Rincão;COMÉRCIO;Micro;76;156;;
Balneário Rincão;TRANSPORTE;Micro;17;20;;
Balneário Rincão;SERVIÇOS;Micro;11;28;;
Balneário Rincão;SERVIÇOS;Micro;3;6;;
Balneário Rincão;SERVIÇOS;Micro;2;8;;
Balneário Rincão;SERVIÇOS;Micro;2;2;;
Balneário Rincão;SERVIÇOS;Micro;4;8;;
Balneário Rincão;SERVIÇOS;Micro;14;14;;
Balneário Rincão;SERVIÇOS;Micro;1;9;;
Balneário Rincão;SERVIÇOS;Micro;2;6;;
Balneário Rincão;SERVIÇOS;Micro;4;12;;
Balneário Rincão;SERVIÇOS;Micro;10;19;;
Balneário Rincão;INDÚSTRIA;Pequena;4;161;;
Balneário Rincão;INDÚSTRIA;Pequena;1;69;;
Balneário Rincão;INDÚSTRIA;Pequena;1;20;;
Balneário Rincão;COMÉRCIO;Pequena;6;217;;
Balneário Rincão;SERVIÇOS;Pequena;1;22;;
Balneário Rincão;SERVIÇOS;Pequena;3;100;;
Balneário Rincão;SERVIÇOS;Pequena;1;12;;
Bandeirante;SERVIÇOS;Grande;1;156;;
Bandeirante;INDÚSTRIA;Média;1;159;;
Bandeirante;AGROPECUÁRIA;Micro;7;7;;
Bandeirante;INDÚSTRIA;Micro;7;15;;
Bandeirante;INDÚSTRIA;Micro;3;3;;
Bandeirante;COMÉRCIO;Micro;16;31;;
Bandeirante;TRANSPORTE;Micro;1;1;;
Bandeirante;SERVIÇOS;Micro;2;1;;
Bandeirante;SERVIÇOS;Micro;2;2;;
Bandeirante;SERVIÇOS;Micro;1;1;;
Bandeirante;SERVIÇOS;Micro;1;5;;
Bandeirante;SERVIÇOS;Micro;1;2;;
Bandeirante;SERVIÇOS;Micro;3;2;;
Barra Bonita;SERVIÇOS;Grande;1;115;;
Barra Bonita;AGROPECUÁRIA;Micro;3;7;;
Barra Bonita;INDÚSTRIA;Micro;6;19;;
Barra Bonita;INDÚSTRIA;Micro;1;1;;
Barra Bonita;COMÉRCIO;Micro;6;11;;
Barra Bonita;TRANSPORTE;Micro;6;4;;
Barra Bonita;SERVIÇOS;Micro;1;4;;
Barra Bonita;SERVIÇOS;Micro;1;2;;
Barra Bonita;INDÚSTRIA;Pequena;1;27;;
Barra Velha;COMÉRCIO;Grande;5;2725;;
Barra Velha;TRANSPORTE;Grande;1;728;;
Barra Velha;SERVIÇOS;Grande;1;779;;
Barra Velha;INDÚSTRIA;Média;1;159;;
Barra Velha;COMÉRCIO;Média;2;186;;
Barra Velha;AGROPECUÁRIA;Micro;16;35;;
Barra Velha;INDÚSTRIA;Micro;3;7;;
Barra Velha;INDÚSTRIA;Micro;97;307;;
Barra Velha;INDÚSTRIA;Micro;6;19;;
Barra Velha;INDÚSTRIA;Micro;64;97;;
Barra Velha;COMÉRCIO;Micro;323;453;;
Barra Velha;TRANSPORTE;Micro;31;68;;
Barra Velha;SERVIÇOS;Micro;62;74;;
Barra Velha;SERVIÇOS;Micro;2;9;;
Barra Velha;SERVIÇOS;Micro;6;16;;
Barra Velha;SERVIÇOS;Micro;18;14;;
Barra Velha;SERVIÇOS;Micro;24;61;;
Barra Velha;SERVIÇOS;Micro;58;43;;
Barra Velha;SERVIÇOS;Micro;2;17;;
Barra Velha;SERVIÇOS;Micro;12;47;;
Barra Velha;SERVIÇOS;Micro;22;17;;
Barra Velha;SERVIÇOS;Micro;8;16;;
Barra Velha;SERVIÇOS;Micro;25;47;;
Barra Velha;AGROPECUÁRIA;Pequena;2;41;;
Barra Velha;INDÚSTRIA;Pequena;6;232;;
Barra Velha;INDÚSTRIA;Pequena;2;69;;
Barra Velha;INDÚSTRIA;Pequena;2;102;;
Barra Velha;COMÉRCIO;Pequena;37;666;;
Barra Velha;TRANSPORTE;Pequena;8;137;;
Barra Velha;SERVIÇOS;Pequena;12;209;;
Barra Velha;SERVIÇOS;Pequena;3;41;;
Barra Velha;SERVIÇOS;Pequena;1;10;;
Barra Velha;SERVIÇOS;Pequena;4;78;;
Barra Velha;SERVIÇOS;Pequena;4;65;;
Barra Velha;SERVIÇOS;Pequena;1;21;;
Barra Velha;SERVIÇOS;Pequena;2;33;;
Barra Velha;SERVIÇOS;Pequena;2;23;;
Barra Velha;SERVIÇOS;Pequena;1;12;;
Bela Vista do Toldo;SERVIÇOS;Grande;1;263;;
Bela Vista do Toldo;SERVIÇOS;Média;1;84;;
Bela Vista do Toldo;AGROPECUÁRIA;Micro;24;25;;
Bela Vista do Toldo;INDÚSTRIA;Micro;6;24;;
Bela Vista do Toldo;INDÚSTRIA;Micro;1;0;;
Bela Vista do Toldo;COMÉRCIO;Micro;27;79;;
Bela Vista do Toldo;TRANSPORTE;Micro;4;10;;
Bela Vista do Toldo;SERVIÇOS;Micro;2;4;;
Bela Vista do Toldo;SERVIÇOS;Micro;1;1;;
Bela Vista do Toldo;SERVIÇOS;Micro;1;1;;
Bela Vista do Toldo;SERVIÇOS;Micro;1;6;;
Bela Vista do Toldo;SERVIÇOS;Micro;2;3;;
Bela Vista do Toldo;SERVIÇOS;Micro;3;5;;
Bela Vista do Toldo;SERVIÇOS;Micro;1;2;;
Bela Vista do Toldo;COMÉRCIO;Pequena;1;13;;
Belmonte;SERVIÇOS;Grande;1;117;;
Belmonte;AGROPECUÁRIA;Micro;6;5;;
Belmonte;INDÚSTRIA;Micro;1;1;;
Belmonte;INDÚSTRIA;Micro;4;6;;
Belmonte;COMÉRCIO;Micro;17;29;;
Belmonte;TRANSPORTE;Micro;7;19;;
Belmonte;SERVIÇOS;Micro;1;1;;
Belmonte;SERVIÇOS;Micro;1;2;;
Belmonte;SERVIÇOS;Micro;1;1;;
Belmonte;SERVIÇOS;Micro;1;4;;
Belmonte;SERVIÇOS;Micro;2;2;;
Belmonte;SERVIÇOS;Micro;1;3;;
Belmonte;COMÉRCIO;Pequena;1;20;;
Belmonte;TRANSPORTE;Pequena;3;69;;
Benedito Novo;SERVIÇOS;Grande;1;300;;
Benedito Novo;INDÚSTRIA;Média;2;310;;
Benedito Novo;AGROPECUÁRIA;Micro;14;14;;
Benedito Novo;INDÚSTRIA;Micro;1;1;;
Benedito Novo;INDÚSTRIA;Micro;109;426;;
Benedito Novo;INDÚSTRIA;Micro;4;40;;
Benedito Novo;INDÚSTRIA;Micro;3;16;;
Benedito Novo;INDÚSTRIA;Micro;13;54;;
Benedito Novo;COMÉRCIO;Micro;54;116;;
Benedito Novo;TRANSPORTE;Micro;10;19;;
Benedito Novo;SERVIÇOS;Micro;10;12;;
Benedito Novo;SERVIÇOS;Micro;3;9;;
Benedito Novo;SERVIÇOS;Micro;3;16;;
Benedito Novo;SERVIÇOS;Micro;7;11;;
Benedito Novo;SERVIÇOS;Micro;8;12;;
Benedito Novo;SERVIÇOS;Micro;1;4;;
Benedito Novo;SERVIÇOS;Micro;4;4;;
Benedito Novo;SERVIÇOS;Micro;4;8;;
Benedito Novo;SERVIÇOS;Micro;1;2;;
Benedito Novo;SERVIÇOS;Micro;12;17;;
Benedito Novo;INDÚSTRIA;Pequena;23;952;;
Benedito Novo;INDÚSTRIA;Pequena;1;43;;
Benedito Novo;INDÚSTRIA;Pequena;1;34;;
Benedito Novo;COMÉRCIO;Pequena;9;148;;
Benedito Novo;TRANSPORTE;Pequena;2;40;;
Benedito Novo;SERVIÇOS;Pequena;3;40;;
Benedito Novo;SERVIÇOS;Pequena;1;17;;
Biguaçu;INDÚSTRIA;Grande;1;714;;
Biguaçu;INDÚSTRIA;Grande;1;1026;;
Biguaçu;COMÉRCIO;Grande;5;967;;
Biguaçu;TRANSPORTE;Grande;2;414;;
Biguaçu;SERVIÇOS;Grande;1;1595;;
Biguaçu;SERVIÇOS;Grande;1;145;;
Biguaçu;AGROPECUÁRIA;Média;1;69;;
Biguaçu;INDÚSTRIA;Média;1;313;;
Biguaçu;INDÚSTRIA;Média;1;109;;
Biguaçu;INDÚSTRIA;Média;1;248;;
Biguaçu;COMÉRCIO;Média;8;724;;
Biguaçu;TRANSPORTE;Média;3;207;;
Biguaçu;SERVIÇOS;Média;1;72;;
Biguaçu;SERVIÇOS;Média;1;87;;
Biguaçu;SERVIÇOS;Média;2;137;;
Biguaçu;AGROPECUÁRIA;Micro;27;57;;
Biguaçu;INDÚSTRIA;Micro;3;5;;
Biguaçu;INDÚSTRIA;Micro;170;730;;
Biguaçu;INDÚSTRIA;Micro;1;1;;
Biguaçu;INDÚSTRIA;Micro;4;21;;
Biguaçu;INDÚSTRIA;Micro;210;502;;
Biguaçu;COMÉRCIO;Micro;502;703;;
Biguaçu;TRANSPORTE;Micro;83;82;;
Biguaçu;SERVIÇOS;Micro;80;89;;
Biguaçu;SERVIÇOS;Micro;18;28;;
Biguaçu;SERVIÇOS;Micro;8;18;;
Biguaçu;SERVIÇOS;Micro;11;7;;
Biguaçu;SERVIÇOS;Micro;57;78;;
Biguaçu;SERVIÇOS;Micro;72;109;;
Biguaçu;SERVIÇOS;Micro;1;1;;
Biguaçu;SERVIÇOS;Micro;19;43;;
Biguaçu;SERVIÇOS;Micro;50;84;;
Biguaçu;SERVIÇOS;Micro;10;18;;
Biguaçu;SERVIÇOS;Micro;60;85;;
Biguaçu;SERVIÇOS;Micro;1;1;;
Biguaçu;AGROPECUÁRIA;Pequena;4;54;;
Biguaçu;INDÚSTRIA;Pequena;1;51;;
Biguaçu;INDÚSTRIA;Pequena;25;899;;
Biguaçu;INDÚSTRIA;Pequena;1;28;;
Biguaçu;INDÚSTRIA;Pequena;13;551;;
Biguaçu;COMÉRCIO;Pequena;74;1428;;
Biguaçu;TRANSPORTE;Pequena;26;616;;
Biguaçu;SERVIÇOS;Pequena;18;219;;
Biguaçu;SERVIÇOS;Pequena;1;11;;
Biguaçu;SERVIÇOS;Pequena;5;90;;
Biguaçu;SERVIÇOS;Pequena;1;10;;
Biguaçu;SERVIÇOS;Pequena;3;51;;
Biguaçu;SERVIÇOS;Pequena;10;203;;
Biguaçu;SERVIÇOS;Pequena;4;82;;
Biguaçu;SERVIÇOS;Pequena;8;126;;
Biguaçu;SERVIÇOS;Pequena;4;58;;
Blumenau;INDÚSTRIA;Grande;10;10735;;
Blumenau;COMÉRCIO;Grande;24;5737;;
Blumenau;TRANSPORTE;Grande;3;1491;;
Blumenau;SERVIÇOS;Grande;3;359;;
Blumenau;SERVIÇOS;Grande;11;4104;;
Blumenau;SERVIÇOS;Grande;3;2385;;
Blumenau;SERVIÇOS;Grande;3;343;;
Blumenau;SERVIÇOS;Grande;16;4661;;
Blumenau;SERVIÇOS;Grande;3;6815;;
Blumenau;SERVIÇOS;Grande;9;4444;;
Blumenau;SERVIÇOS;Grande;6;3533;;
Blumenau;SERVIÇOS;Grande;1;1102;;
Blumenau;AGROPECUÁRIA;Média;1;74;;
Blumenau;INDÚSTRIA;Média;49;11319;;
Blumenau;INDÚSTRIA;Média;1;250;;
Blumenau;INDÚSTRIA;Média;1;326;;
Blumenau;INDÚSTRIA;Média;3;559;;
Blumenau;COMÉRCIO;Média;35;2729;;
Blumenau;TRANSPORTE;Média;11;635;;
Blumenau;SERVIÇOS;Média;3;213;;
Blumenau;SERVIÇOS;Média;6;524;;
Blumenau;SERVIÇOS;Média;4;241;;
Blumenau;SERVIÇOS;Média;3;112;;
Blumenau;SERVIÇOS;Média;14;1039;;
Blumenau;SERVIÇOS;Média;1;89;;
Blumenau;SERVIÇOS;Média;2;120;;
Blumenau;SERVIÇOS;Média;12;886;;
Blumenau;SERVIÇOS;Média;1;57;;
Blumenau;SERVIÇOS;Média;2;153;;
Blumenau;AGROPECUÁRIA;Micro;17;28;;
Blumenau;INDÚSTRIA;Micro;2;1;;
Blumenau;INDÚSTRIA;Micro;1641;4583;;
Blumenau;INDÚSTRIA;Micro;4;7;;
Blumenau;INDÚSTRIA;Micro;22;62;;
Blumenau;INDÚSTRIA;Micro;709;1005;;
Blumenau;COMÉRCIO;Micro;3178;2362;;
Blumenau;TRANSPORTE;Micro;367;281;;
Blumenau;SERVIÇOS;Micro;623;188;;
Blumenau;SERVIÇOS;Micro;202;395;;
Blumenau;SERVIÇOS;Micro;164;298;;
Blumenau;SERVIÇOS;Micro;148;121;;
Blumenau;SERVIÇOS;Micro;543;388;;
Blumenau;SERVIÇOS;Micro;676;562;;
Blumenau;SERVIÇOS;Micro;3;0;;
Blumenau;SERVIÇOS;Micro;179;239;;
Blumenau;SERVIÇOS;Micro;548;285;;
Blumenau;SERVIÇOS;Micro;118;135;;
