,Município,COD_SEC,saldo_202012,saldo_202102,vice_presidencia
1962,Nova Trento,F,-83.0,130.0,Vale do Itajaí Mirim
1963,Nova Trento,G,-7.0,19.0,Vale do Itajaí Mirim
1964,Nova Trento,H,-2.0,0.0,Vale do Itajaí Mirim
1965,Nova Trento,I,2.0,0.0,Vale do Itajaí Mirim
1966,Nova Trento,J,-4.0,,Vale do Itajaí Mirim
1967,Nova Trento,K,-2.0,-1.0,Vale do Itajaí Mirim
1968,Nova Trento,M,,3.0,Vale do Itajaí Mirim
1969,Nova Trento,N,1.0,,Vale do Itajaí Mirim
1970,Nova Trento,P,-3.0,1.0,Vale do Itajaí Mirim
1971,Nova Trento,Q,-2.0,-1.0,Vale do Itajaí Mirim
1972,Nova Trento,R,-1.0,1.0,Vale do Itajaí Mirim
1973,Nova Trento,S,-2.0,3.0,Vale do Itajaí Mirim
1974,Nova Veneza,A,-1.0,,Sul
1975,Nova Veneza,B,1.0,-4.0,Sul
1976,Nova Veneza,C,-32.0,101.0,Sul
1977,Nova Veneza,F,0.0,-3.0,Sul
1978,Nova Veneza,G,-1.0,9.0,Sul
1979,Nova Veneza,H,-1.0,1.0,Sul
1980,Nova Veneza,I,-1.0,9.0,Sul
1981,Nova Veneza,J,1.0,2.0,Sul
1982,Nova Veneza,M,7.0,,Sul
1983,Nova Veneza,N,0.0,11.0,Sul
1984,Nova Veneza,P,,1.0,Sul
1985,Nova Veneza,Q,-9.0,0.0,Sul
1986,Nova Veneza,S,-1.0,5.0,Sul
1987,Novo Horizonte,C,-1.0,3.0,Oeste
1988,Novo Horizonte,G,0.0,1.0,Oeste
1989,Novo Horizonte,J,,1.0,Oeste
1990,Orleans,A,-1.0,,Sul
1991,Orleans,B,-2.0,1.0,Sul
1992,Orleans,C,-23.0,54.0,Sul
1993,Orleans,E,2.0,3.0,Sul
1994,Orleans,F,9.0,7.0,Sul
1995,Orleans,G,3.0,8.0,Sul
1996,Orleans,H,6.0,0.0,Sul
1997,Orleans,I,-6.0,2.0,Sul
1998,Orleans,J,1.0,3.0,Sul
1999,Orleans,M,0.0,3.0,Sul
2000,Orleans,N,1.0,3.0,Sul
2001,Orleans,P,-19.0,9.0,Sul
2002,Orleans,Q,0.0,10.0,Sul
2003,Orleans,R,5.0,1.0,Sul
2004,Orleans,S,1.0,1.0,Sul
2005,Otacílio Costa,A,-4.0,2.0,Serra Catarinense
2006,Otacílio Costa,C,-65.0,90.0,Serra Catarinense
2007,Otacílio Costa,E,2.0,1.0,Serra Catarinense
2008,Otacílio Costa,F,-10.0,-2.0,Serra Catarinense
2009,Otacílio Costa,G,-6.0,13.0,Serra Catarinense
2010,Otacílio Costa,H,-8.0,0.0,Serra Catarinense
2011,Otacílio Costa,I,0.0,4.0,Serra Catarinense
2012,Otacílio Costa,J,,-1.0,Serra Catarinense
2013,Otacílio Costa,L,,1.0,Serra Catarinense
2014,Otacílio Costa,M,0.0,1.0,Serra Catarinense
2015,Otacílio Costa,N,7.0,1.0,Serra Catarinense
2016,Otacílio Costa,P,0.0,-1.0,Serra Catarinense
2017,Otacílio Costa,Q,-3.0,7.0,Serra Catarinense
2018,Otacílio Costa,R,1.0,-1.0,Serra Catarinense
2019,Otacílio Costa,S,-1.0,,Serra Catarinense
2020,Ouro,C,-3.0,3.0,Centro-Oeste
2021,Ouro,F,-2.0,2.0,Centro-Oeste
2022,Ouro,G,2.0,20.0,Centro-Oeste
2023,Ouro,H,-1.0,4.0,Centro-Oeste
2024,Ouro,I,-1.0,-3.0,Centro-Oeste
2025,Ouro,K,0.0,0.0,Centro-Oeste
2026,Ouro,N,2.0,,Centro-Oeste
2027,Ouro,O,-41.0,48.0,Centro-Oeste
2028,Ouro,P,,-1.0,Centro-Oeste
2029,Ouro,R,1.0,,Centro-Oeste
2030,Ouro,S,,1.0,Centro-Oeste
2031,Ouro Verde,A,3.0,-3.0,Oeste
2032,Ouro Verde,G,1.0,-1.0,Oeste
2033,Ouro Verde,N,-1.0,,Oeste
2034,Paial,C,1.0,5.0,Alto Uruguai Catarinense
2035,Paial,F,1.0,-1.0,Alto Uruguai Catarinense
2036,Paial,G,-3.0,3.0,Alto Uruguai Catarinense
2037,Paial,N,1.0,,Alto Uruguai Catarinense
2038,Paial,S,,1.0,Alto Uruguai Catarinense
2039,Painel,A,-1.0,-17.0,Serra Catarinense
2040,Painel,G,,-1.0,Serra Catarinense
2041,Painel,I,,1.0,Serra Catarinense
2042,Palhoça,A,,-1.0,Sudeste
2043,Palhoça,B,-7.0,12.0,Sudeste
2044,Palhoça,C,-7.0,159.0,Sudeste
2045,Palhoça,E,-5.0,-1.0,Sudeste
2046,Palhoça,F,-137.0,106.0,Sudeste
2047,Palhoça,G,305.0,-9.0,Sudeste
2048,Palhoça,H,-37.0,68.0,Sudeste
2049,Palhoça,I,86.0,29.0,Sudeste
2050,Palhoça,J,1.0,1.0,Sudeste
2051,Palhoça,K,7.0,9.0,Sudeste
2052,Palhoça,L,5.0,2.0,Sudeste
2053,Palhoça,M,-11.0,9.0,Sudeste
2054,Palhoça,N,122.0,140.0,Sudeste
2055,Palhoça,P,-34.0,115.0,Sudeste
2056,Palhoça,Q,0.0,8.0,Sudeste
2057,Palhoça,R,-13.0,6.0,Sudeste
2058,Palhoça,S,0.0,13.0,Sudeste
2059,Palma Sola,A,3.0,0.0,Extremo Oeste
2060,Palma Sola,B,1.0,,Extremo Oeste
2061,Palma Sola,C,-24.0,6.0,Extremo Oeste
2062,Palma Sola,D,0.0,-1.0,Extremo Oeste
2063,Palma Sola,G,0.0,0.0,Extremo Oeste
2064,Palma Sola,H,-1.0,0.0,Extremo Oeste
2065,Palma Sola,I,-1.0,-1.0,Extremo Oeste
2066,Palma Sola,J,,1.0,Extremo Oeste
2067,Palma Sola,K,1.0,,Extremo Oeste
2068,Palma Sola,M,-1.0,,Extremo Oeste
2069,Palma Sola,N,3.0,,Extremo Oeste
2070,Palma Sola,Q,-1.0,0.0,Extremo Oeste
2071,Palma Sola,S,,1.0,Extremo Oeste
2072,Palmeira,B,0.0,,Serra Catarinense
2073,Palmeira,C,-5.0,-3.0,Serra Catarinense
2074,Palmeira,G,5.0,7.0,Serra Catarinense
2075,Palmeira,H,-1.0,3.0,Serra Catarinense
2076,Palmeira,I,,1.0,Serra Catarinense
2077,Palmitos,C,-16.0,3.0,Oeste
2078,Palmitos,E,1.0,,Oeste
2079,Palmitos,F,-6.0,-1.0,Oeste
2080,Palmitos,G,6.0,16.0,Oeste
2081,Palmitos,H,6.0,31.0,Oeste
2082,Palmitos,I,0.0,2.0,Oeste
2083,Palmitos,J,-18.0,0.0,Oeste
2084,Palmitos,K,3.0,1.0,Oeste
2085,Palmitos,M,-1.0,2.0,Oeste
2086,Palmitos,N,2.0,0.0,Oeste
2087,Palmitos,O,,-1.0,Oeste
2088,Palmitos,P,-2.0,0.0,Oeste
2089,Palmitos,Q,1.0,0.0,Oeste
2090,Palmitos,S,0.0,2.0,Oeste
2091,Papanduva,A,4.0,0.0,Planalto Norte
2092,Papanduva,B,-1.0,1.0,Planalto Norte
2093,Papanduva,C,-23.0,4.0,Planalto Norte
2094,Papanduva,E,-9.0,-1.0,Planalto Norte
2095,Papanduva,F,3.0,-9.0,Planalto Norte
2096,Papanduva,G,15.0,8.0,Planalto Norte
2097,Papanduva,H,-4.0,4.0,Planalto Norte
2098,Papanduva,I,3.0,-4.0,Planalto Norte
2099,Papanduva,J,-1.0,,Planalto Norte
2100,Papanduva,K,1.0,8.0,Planalto Norte
2101,Papanduva,M,-1.0,0.0,Planalto Norte
2102,Papanduva,N,1.0,2.0,Planalto Norte
2103,Papanduva,O,,1.0,Planalto Norte
2104,Papanduva,P,,2.0,Planalto Norte
2105,Papanduva,Q,3.0,-2.0,Planalto Norte
2106,Papanduva,S,-8.0,-4.0,Planalto Norte
2107,Paraíso,A,,1.0,Extremo Oeste
2108,Paraíso,C,4.0,5.0,Extremo Oeste
2109,Paraíso,D,,1.0,Extremo Oeste
2110,Paraíso,F,,1.0,Extremo Oeste
2111,Paraíso,G,0.0,10.0,Extremo Oeste
2112,Paraíso,H,-1.0,-1.0,Extremo Oeste
2113,Paraíso,M,-1.0,-1.0,Extremo Oeste
2114,Passo de Torres,C,6.0,-2.0,Sul
2115,Passo de Torres,E,1.0,,Sul
2116,Passo de Torres,F,5.0,6.0,Sul
2117,Passo de Torres,G,38.0,7.0,Sul
2118,Passo de Torres,H,2.0,-1.0,Sul
2119,Passo de Torres,I,2.0,4.0,Sul
2120,Passo de Torres,K,,1.0,Sul
2121,Passo de Torres,L,,1.0,Sul
2122,Passo de Torres,M,-2.0,2.0,Sul
2123,Passo de Torres,N,7.0,1.0,Sul
2124,Passo de Torres,P,,1.0,Sul
2125,Passo de Torres,Q,,0.0,Sul
2126,Passo de Torres,R,,-1.0,Sul
2127,Passo de Torres,S,-1.0,0.0,Sul
2128,Passos Maia,A,-1.0,-2.0,Oeste
2129,Passos Maia,C,0.0,-8.0,Oeste
2130,Passos Maia,F,-1.0,,Oeste
2131,Passos Maia,G,-7.0,-5.0,Oeste
2132,Passos Maia,J,-1.0,,Oeste
2133,Passos Maia,K,-4.0,2.0,Oeste
2134,Passos Maia,M,,1.0,Oeste
2135,Paulo Lopes,B,-1.0,2.0,Sudeste
2136,Paulo Lopes,C,7.0,0.0,Sudeste
2137,Paulo Lopes,D,-2.0,1.0,Sudeste
2138,Paulo Lopes,F,-5.0,4.0,Sudeste
2139,Paulo Lopes,G,12.0,-3.0,Sudeste
2140,Paulo Lopes,H,1.0,4.0,Sudeste
2141,Paulo Lopes,I,7.0,4.0,Sudeste
2142,Paulo Lopes,J,4.0,4.0,Sudeste
2143,Paulo Lopes,K,,0.0,Sudeste
2144,Paulo Lopes,M,-1.0,1.0,Sudeste
2145,Paulo Lopes,N,1.0,12.0,Sudeste
2146,Pedras Grandes,A,-2.0,2.0,Litoral Sul
2147,Pedras Grandes,B,1.0,1.0,Litoral Sul
2148,Pedras Grandes,C,-1.0,-10.0,Litoral Sul
2149,Pedras Grandes,E,2.0,2.0,Litoral Sul
2150,Pedras Grandes,F,,-3.0,Litoral Sul
2151,Pedras Grandes,G,3.0,3.0,Litoral Sul
2152,Pedras Grandes,H,0.0,1.0,Litoral Sul
2153,Pedras Grandes,I,,1.0,Litoral Sul
2154,Pedras Grandes,K,-1.0,,Litoral Sul
2155,Penha,C,-24.0,30.0,Foz do Rio Itajaí
2156,Penha,E,9.0,-4.0,Foz do Rio Itajaí
2157,Penha,F,-8.0,24.0,Foz do Rio Itajaí
2158,Penha,G,35.0,-1.0,Foz do Rio Itajaí
2159,Penha,H,3.0,29.0,Foz do Rio Itajaí
2160,Penha,I,77.0,16.0,Foz do Rio Itajaí
2161,Penha,K,,-1.0,Foz do Rio Itajaí
2162,Penha,L,-3.0,1.0,Foz do Rio Itajaí
2163,Penha,M,3.0,1.0,Foz do Rio Itajaí
2164,Penha,N,17.0,3.0,Foz do Rio Itajaí
2165,Penha,P,,0.0,Foz do Rio Itajaí
2166,Penha,Q,2.0,0.0,Foz do Rio Itajaí
2167,Penha,R,3.0,0.0,Foz do Rio Itajaí
2168,Penha,S,-1.0,-2.0,Foz do Rio Itajaí
2169,Peritiba,C,0.0,5.0,Alto Uruguai Catarinense
2170,Peritiba,F,,-1.0,Alto Uruguai Catarinense
2171,Peritiba,G,-3.0,-5.0,Alto Uruguai Catarinense
2172,Peritiba,H,-1.0,3.0,Alto Uruguai Catarinense
2173,Peritiba,J,-1.0,2.0,Alto Uruguai Catarinense
2174,Peritiba,M,0.0,1.0,Alto Uruguai Catarinense
2175,Peritiba,N,0.0,,Alto Uruguai Catarinense
2176,Pescaria Brava,C,1.0,-2.0,Litoral Sul
2177,Pescaria Brava,E,0.0,0.0,Litoral Sul
2178,Pescaria Brava,F,-1.0,1.0,Litoral Sul
2179,Pescaria Brava,G,6.0,12.0,Litoral Sul
2180,Pescaria Brava,H,-2.0,4.0,Litoral Sul
2181,Pescaria Brava,I,-1.0,,Litoral Sul
2182,Pescaria Brava,L,,-1.0,Litoral Sul
2183,Pescaria Brava,M,,-1.0,Litoral Sul
2184,Pescaria Brava,N,1.0,0.0,Litoral Sul
2185,Pescaria Brava,P,1.0,-1.0,Litoral Sul
2186,Petrolândia,A,1.0,2.0,Alto Vale do Itajaí
2187,Petrolândia,C,0.0,17.0,Alto Vale do Itajaí
2188,Petrolândia,E,0.0,2.0,Alto Vale do Itajaí
2189,Petrolândia,F,,4.0,Alto Vale do Itajaí
2190,Petrolândia,G,0.0,-5.0,Alto Vale do Itajaí
2191,Petrolândia,H,0.0,2.0,Alto Vale do Itajaí
2192,Petrolândia,I,-1.0,1.0,Alto Vale do Itajaí
2193,Petrolândia,Q,-1.0,-1.0,Alto Vale do Itajaí
2194,Pinhalzinho,A,1.0,0.0,Oeste
2195,Pinhalzinho,B,,-2.0,Oeste
2196,Pinhalzinho,C,-85.0,59.0,Oeste
2197,Pinhalzinho,F,-4.0,0.0,Oeste
2198,Pinhalzinho,G,11.0,9.0,Oeste
2199,Pinhalzinho,H,11.0,15.0,Oeste
2200,Pinhalzinho,I,-1.0,6.0,Oeste
2201,Pinhalzinho,J,-2.0,2.0,Oeste
2202,Pinhalzinho,K,-2.0,3.0,Oeste
2203,Pinhalzinho,L,1.0,1.0,Oeste
2204,Pinhalzinho,M,-1.0,7.0,Oeste
2205,Pinhalzinho,N,-3.0,2.0,Oeste
2206,Pinhalzinho,P,-15.0,11.0,Oeste
2207,Pinhalzinho,Q,-1.0,-2.0,Oeste
2208,Pinhalzinho,R,3.0,0.0,Oeste
2209,Pinhalzinho,S,0.0,1.0,Oeste
2210,Pinheiro Preto,A,-1.0,-1.0,Centro-Norte
2211,Pinheiro Preto,C,-31.0,-6.0,Centro-Norte
2212,Pinheiro Preto,F,,-1.0,Centro-Norte
2213,Pinheiro Preto,G,1.0,0.0,Centro-Norte
2214,Pinheiro Preto,H,-2.0,13.0,Centro-Norte
2215,Pinheiro Preto,K,-1.0,2.0,Centro-Norte
2216,Pinheiro Preto,N,,5.0,Centro-Norte
2217,Piratuba,C,3.0,1.0,Alto Uruguai Catarinense
2218,Piratuba,E,3.0,,Alto Uruguai Catarinense
2219,Piratuba,F,0.0,-1.0,Alto Uruguai Catarinense
2220,Piratuba,G,7.0,3.0,Alto Uruguai Catarinense
2221,Piratuba,H,2.0,-1.0,Alto Uruguai Catarinense
2222,Piratuba,I,14.0,-9.0,Alto Uruguai Catarinense
2223,Piratuba,J,1.0,,Alto Uruguai Catarinense
2224,Piratuba,M,3.0,2.0,Alto Uruguai Catarinense
2225,Piratuba,Q,,-1.0,Alto Uruguai Catarinense
2226,Piratuba,S,-1.0,-1.0,Alto Uruguai Catarinense
2227,Planalto Alegre,A,2.0,,Oeste
2228,Planalto Alegre,C,-5.0,11.0,Oeste
2229,Planalto Alegre,F,-4.0,-1.0,Oeste
2230,Planalto Alegre,G,-1.0,1.0,Oeste
2231,Planalto Alegre,H,0.0,-1.0,Oeste
2232,Planalto Alegre,M,1.0,,Oeste
2233,Planalto Alegre,N,0.0,,Oeste
2234,Planalto Alegre,Q,,1.0,Oeste
2235,Pomerode,A,,1.0,Vale do Itajaí
2236,Pomerode,B,-1.0,2.0,Vale do Itajaí
2237,Pomerode,C,-224.0,183.0,Vale do Itajaí
2238,Pomerode,E,,-1.0,Vale do Itajaí
2239,Pomerode,F,-7.0,2.0,Vale do Itajaí
2240,Pomerode,G,-4.0,32.0,Vale do Itajaí
2241,Pomerode,H,3.0,7.0,Vale do Itajaí
2242,Pomerode,I,9.0,12.0,Vale do Itajaí
2243,Pomerode,J,,4.0,Vale do Itajaí
2244,Pomerode,K,,1.0,Vale do Itajaí
2245,Pomerode,M,-2.0,2.0,Vale do Itajaí
2246,Pomerode,N,0.0,3.0,Vale do Itajaí
2247,Pomerode,P,-2.0,2.0,Vale do Itajaí
2248,Pomerode,Q,-4.0,3.0,Vale do Itajaí
2249,Pomerode,R,,-1.0,Vale do Itajaí
2250,Pomerode,S,-1.0,1.0,Vale do Itajaí
2251,Ponte Alta,A,1.0,-2.0,Serra Catarinense
2252,Ponte Alta,B,-1.0,0.0,Serra Catarinense
2253,Ponte Alta,C,10.0,-1.0,Serra Catarinense
2254,Ponte Alta,G,2.0,7.0,Serra Catarinense
2255,Ponte Alta,H,,1.0,Serra Catarinense
2256,Ponte Alta,I,-1.0,1.0,Serra Catarinense
2257,Ponte Alta,N,,1.0,Serra Catarinense
2258,Ponte Alta,P,,0.0,Serra Catarinense
2259,Ponte Alta,S,,1.0,Serra Catarinense
2260,Ponte Alta do Norte,A,2.0,-2.0,Centro-Norte
2261,Ponte Alta do Norte,C,-3.0,16.0,Centro-Norte
2262,Ponte Alta do Norte,G,-1.0,-1.0,Centro-Norte
2263,Ponte Alta do Norte,H,-1.0,1.0,Centro-Norte
2264,Ponte Alta do Norte,I,-1.0,,Centro-Norte
2265,Ponte Alta do Norte,Q,-1.0,,Centro-Norte
2266,Ponte Serrada,A,4.0,12.0,Oeste
2267,Ponte Serrada,C,-1.0,0.0,Oeste
2268,Ponte Serrada,D,,1.0,Oeste
2269,Ponte Serrada,F,-2.0,-1.0,Oeste
2270,Ponte Serrada,G,15.0,10.0,Oeste
2271,Ponte Serrada,H,8.0,4.0,Oeste
2272,Ponte Serrada,I,0.0,8.0,Oeste
2273,Ponte Serrada,J,-2.0,-1.0,Oeste
2274,Ponte Serrada,M,1.0,3.0,Oeste
2275,Ponte Serrada,N,,-2.0,Oeste
2276,Ponte Serrada,Q,3.0,1.0,Oeste
2277,Ponte Serrada,R,-1.0,,Oeste
2278,Ponte Serrada,S,1.0,1.0,Oeste
2279,Porto Belo,A,,18.0,Foz do Rio Itajaí
2280,Porto Belo,C,-4.0,6.0,Foz do Rio Itajaí
2281,Porto Belo,E,1.0,4.0,Foz do Rio Itajaí
2282,Porto Belo,F,-3.0,46.0,Foz do Rio Itajaí
2283,Porto Belo,G,155.0,-36.0,Foz do Rio Itajaí
2284,Porto Belo,H,27.0,-14.0,Foz do Rio Itajaí
2285,Porto Belo,I,52.0,-5.0,Foz do Rio Itajaí
2286,Porto Belo,J,1.0,2.0,Foz do Rio Itajaí
2287,Porto Belo,K,1.0,1.0,Foz do Rio Itajaí
2288,Porto Belo,L,0.0,-2.0,Foz do Rio Itajaí
2289,Porto Belo,M,,1.0,Foz do Rio Itajaí
2290,Porto Belo,N,11.0,15.0,Foz do Rio Itajaí
2291,Porto Belo,P,-16.0,27.0,Foz do Rio Itajaí
2292,Porto Belo,Q,1.0,1.0,Foz do Rio Itajaí
2293,Porto Belo,R,4.0,1.0,Foz do Rio Itajaí
2294,Porto Belo,S,2.0,0.0,Foz do Rio Itajaí
2295,Porto União,A,-1.0,3.0,Centro-Norte
2296,Porto União,B,2.0,1.0,Centro-Norte
2297,Porto União,C,-27.0,62.0,Centro-Norte
2298,Porto União,F,-12.0,-6.0,Centro-Norte
2299,Porto União,G,32.0,-12.0,Centro-Norte
2300,Porto União,H,-2.0,11.0,Centro-Norte
2301,Porto União,I,3.0,12.0,Centro-Norte
2302,Porto União,J,1.0,-5.0,Centro-Norte
2303,Porto União,K,1.0,1.0,Centro-Norte
2304,Porto União,M,-1.0,-3.0,Centro-Norte
2305,Porto União,N,32.0,-13.0,Centro-Norte
2306,Porto União,O,,0.0,Centro-Norte
2307,Porto União,P,-3.0,10.0,Centro-Norte
2308,Porto União,Q,-1.0,4.0,Centro-Norte
2309,Porto União,R,-1.0,1.0,Centro-Norte
2310,Porto União,S,1.0,-1.0,Centro-Norte
2311,Pouso Redondo,A,2.0,-2.0,Alto Vale do Itajaí
2312,Pouso Redondo,B,,1.0,Alto Vale do Itajaí
2313,Pouso Redondo,C,-66.0,53.0,Alto Vale do Itajaí
2314,Pouso Redondo,F,-11.0,-2.0,Alto Vale do Itajaí
2315,Pouso Redondo,G,5.0,16.0,Alto Vale do Itajaí
2316,Pouso Redondo,H,-8.0,1.0,Alto Vale do Itajaí
2317,Pouso Redondo,I,1.0,2.0,Alto Vale do Itajaí
2318,Pouso Redondo,J,1.0,,Alto Vale do Itajaí
2319,Pouso Redondo,K,,2.0,Alto Vale do Itajaí
2320,Pouso Redondo,M,-2.0,1.0,Alto Vale do Itajaí
2321,Pouso Redondo,N,,3.0,Alto Vale do Itajaí
2322,Pouso Redondo,P,-2.0,,Alto Vale do Itajaí
2323,Pouso Redondo,Q,2.0,-3.0,Alto Vale do Itajaí
2324,Pouso Redondo,S,-1.0,1.0,Alto Vale do Itajaí
2325,Praia Grande,C,11.0,23.0,Sul
2326,Praia Grande,D,-3.0,-1.0,Sul
2327,Praia Grande,F,,-1.0,Sul
2328,Praia Grande,G,12.0,11.0,Sul
2329,Praia Grande,H,,1.0,Sul
2330,Praia Grande,I,4.0,2.0,Sul
2331,Praia Grande,J,,1.0,Sul
2332,Praia Grande,N,-1.0,-1.0,Sul
2333,Praia Grande,P,,1.0,Sul
2334,Praia Grande,Q,0.0,3.0,Sul
2335,Praia Grande,S,,2.0,Sul
2336,Presidente Castello Branco,A,,-3.0,Alto Uruguai Catarinense
2337,Presidente Castello Branco,G,-2.0,0.0,Alto Uruguai Catarinense
2338,Presidente Castello Branco,H,-3.0,2.0,Alto Uruguai Catarinense
2339,Presidente Castello Branco,I,,2.0,Alto Uruguai Catarinense
2340,Presidente Castello Branco,N,3.0,1.0,Alto Uruguai Catarinense
2341,Presidente Getúlio,A,-1.0,,Alto Vale do Itajaí
2342,Presidente Getúlio,C,-131.0,95.0,Alto Vale do Itajaí
2343,Presidente Getúlio,F,-1.0,3.0,Alto Vale do Itajaí
2344,Presidente Getúlio,G,-7.0,13.0,Alto Vale do Itajaí
2345,Presidente Getúlio,H,-3.0,-3.0,Alto Vale do Itajaí
2346,Presidente Getúlio,I,-8.0,7.0,Alto Vale do Itajaí
2347,Presidente Getúlio,J,-3.0,0.0,Alto Vale do Itajaí
2348,Presidente Getúlio,K,1.0,-2.0,Alto Vale do Itajaí
2349,Presidente Getúlio,L,-2.0,1.0,Alto Vale do Itajaí
2350,Presidente Getúlio,M,-4.0,0.0,Alto Vale do Itajaí
2351,Presidente Getúlio,N,-1.0,2.0,Alto Vale do Itajaí
2352,Presidente Getúlio,P,4.0,-3.0,Alto Vale do Itajaí
2353,Presidente Getúlio,Q,,2.0,Alto Vale do Itajaí
2354,Presidente Getúlio,R,-1.0,,Alto Vale do Itajaí
2355,Presidente Getúlio,S,-1.0,-2.0,Alto Vale do Itajaí
2356,Presidente Nereu,A,-2.0,,Vale do Itajaí Mirim
2357,Presidente Nereu,C,-5.0,1.0,Vale do Itajaí Mirim
2358,Presidente Nereu,G,0.0,,Vale do Itajaí Mirim
2359,Princesa,A,,0.0,Extremo Oeste
2360,Princesa,C,-15.0,10.0,Extremo Oeste
2361,Princesa,D,1.0,,Extremo Oeste
2362,Princesa,G,2.0,0.0,Extremo Oeste
2363,Princesa,H,0.0,1.0,Extremo Oeste
2364,Princesa,J,,1.0,Extremo Oeste
2365,Princesa,S,,1.0,Extremo Oeste
2366,Quilombo,A,0.0,-3.0,Oeste
2367,Quilombo,C,16.0,5.0,Oeste
2368,Quilombo,F,0.0,-4.0,Oeste
2369,Quilombo,G,1.0,2.0,Oeste
2370,Quilombo,H,4.0,5.0,Oeste
2371,Quilombo,I,-2.0,,Oeste
2372,Quilombo,J,,-1.0,Oeste
2373,Quilombo,K,0.0,,Oeste
2374,Quilombo,L,,0.0,Oeste
2375,Quilombo,M,-1.0,3.0,Oeste
2376,Quilombo,N,-1.0,-2.0,Oeste
2377,Quilombo,Q,2.0,5.0,Oeste
2378,Quilombo,S,1.0,1.0,Oeste
2379,Rancho Queimado,C,-1.0,-1.0,Sudeste
2380,Rancho Queimado,F,,1.0,Sudeste
2381,Rancho Queimado,G,-1.0,2.0,Sudeste
2382,Rancho Queimado,H,0.0,0.0,Sudeste
2383,Rancho Queimado,I,-2.0,1.0,Sudeste
2384,Rancho Queimado,N,,-1.0,Sudeste
2385,Rancho Queimado,P,-1.0,1.0,Sudeste
2386,Rancho Queimado,S,-1.0,,Sudeste
2387,Rio das Antas,A,-1.0,-2.0,Centro-Norte
2388,Rio das Antas,C,1.0,9.0,Centro-Norte
2389,Rio das Antas,E,-2.0,-5.0,Centro-Norte
2390,Rio das Antas,F,-1.0,-1.0,Centro-Norte
2391,Rio das Antas,G,-2.0,1.0,Centro-Norte
2392,Rio das Antas,H,,-1.0,Centro-Norte
2393,Rio das Antas,I,,1.0,Centro-Norte
2394,Rio das Antas,K,1.0,,Centro-Norte
2395,Rio das Antas,Q,,1.0,Centro-Norte
2396,Rio do Campo,A,-2.0,3.0,Alto Vale do Itajaí
2397,Rio do Campo,C,-10.0,9.0,Alto Vale do Itajaí
2398,Rio do Campo,F,-1.0,3.0,Alto Vale do Itajaí
2399,Rio do Campo,G,-5.0,4.0,Alto Vale do Itajaí
2400,Rio do Campo,H,,-1.0,Alto Vale do Itajaí
2401,Rio do Campo,I,0.0,,Alto Vale do Itajaí
2402,Rio do Campo,N,0.0,-1.0,Alto Vale do Itajaí
2403,Rio do Campo,O,,0.0,Alto Vale do Itajaí
2404,Rio do Campo,P,,-1.0,Alto Vale do Itajaí
2405,Rio do Campo,Q,0.0,,Alto Vale do Itajaí
2406,Rio do Campo,R,1.0,,Alto Vale do Itajaí
2407,Rio do Campo,S,1.0,0.0,Alto Vale do Itajaí
2408,Rio do Oeste,A,-2.0,1.0,Alto Vale do Itajaí
2409,Rio do Oeste,C,-14.0,29.0,Alto Vale do Itajaí
2410,Rio do Oeste,E,-6.0,-3.0,Alto Vale do Itajaí
2411,Rio do Oeste,F,2.0,1.0,Alto Vale do Itajaí
2412,Rio do Oeste,G,2.0,3.0,Alto Vale do Itajaí
2413,Rio do Oeste,H,,0.0,Alto Vale do Itajaí
2414,Rio do Oeste,I,1.0,1.0,Alto Vale do Itajaí
2415,Rio do Oeste,K,,1.0,Alto Vale do Itajaí
2416,Rio do Oeste,L,,-1.0,Alto Vale do Itajaí
2417,Rio do Oeste,M,,0.0,Alto Vale do Itajaí
2418,Rio do Oeste,N,2.0,8.0,Alto Vale do Itajaí
2419,Rio do Oeste,Q,0.0,-1.0,Alto Vale do Itajaí
2420,Rio do Oeste,S,1.0,,Alto Vale do Itajaí
2421,Rio do Sul,A,,-1.0,Alto Vale do Itajaí
2422,Rio do Sul,C,-133.0,138.0,Alto Vale do Itajaí
2423,Rio do Sul,D,-1.0,1.0,Alto Vale do Itajaí
2424,Rio do Sul,E,,5.0,Alto Vale do Itajaí
2425,Rio do Sul,F,-19.0,26.0,Alto Vale do Itajaí
2426,Rio do Sul,G,-29.0,45.0,Alto Vale do Itajaí
2427,Rio do Sul,H,-5.0,14.0,Alto Vale do Itajaí
2428,Rio do Sul,I,-23.0,34.0,Alto Vale do Itajaí
2429,Rio do Sul,J,11.0,26.0,Alto Vale do Itajaí
2430,Rio do Sul,K,7.0,5.0,Alto Vale do Itajaí
2431,Rio do Sul,L,,0.0,Alto Vale do Itajaí
2432,Rio do Sul,M,-19.0,-5.0,Alto Vale do Itajaí
2433,Rio do Sul,N,8.0,15.0,Alto Vale do Itajaí
2434,Rio do Sul,O,,1.0,Alto Vale do Itajaí
2435,Rio do Sul,P,-26.0,99.0,Alto Vale do Itajaí
2436,Rio do Sul,Q,-3.0,22.0,Alto Vale do Itajaí
2437,Rio do Sul,R,-4.0,-4.0,Alto Vale do Itajaí
2438,Rio do Sul,S,-18.0,16.0,Alto Vale do Itajaí
2439,Rio dos Cedros,A,-1.0,,Vale do Itajaí
2440,Rio dos Cedros,C,-107.0,25.0,Vale do Itajaí
2441,Rio dos Cedros,E,,1.0,Vale do Itajaí
